,release_date,movie,production_budget,domestic_gross,year,month,title_year,title,studio,primary_name,primary_title,genres,movie_id,return,percent_return,bucket,scaled_value,bucket_low,bucket_high,bucket_mean
3495,2010-01-08,Leap Year,19000000,25918920,2010,1,Leap Year2010,Leap Year,Uni.,Roger Birnbaum,Leap Year,"Comedy,Romance",tt1216492,6918920,1.3641536842105264,2,2.2413793103448274,15500000.0,30000000.0,10323029.703812316
3500,2013-11-08,The Book Thief,19000000,21488481,2013,11,The Book Thief2013,The Book Thief,Fox,Ken Blancato,The Book Thief,"Drama,War",tt0816442,2488481,1.1309726842105263,2,2.2413793103448274,15500000.0,30000000.0,10323029.703812316
3508,2011-03-04,Take Me Home Tonight,19000000,6928068,2011,3,Take Me Home Tonight2011,Take Me Home Tonight,Rela.,Ryan Kavanaugh,Take Me Home Tonight,"Comedy,Drama,Romance",tt0810922,-12071932,0.3646351578947368,2,2.2413793103448274,15500000.0,30000000.0,10323029.703812316
3510,2012-09-28,Won't Back Down,19000000,5310554,2012,9,Won't Back Down2012,Won't Back Down,Fox,Mark Johnson,Won't Back Down,Drama,tt1870529,-13689446,0.27950284210526316,2,2.2413793103448274,15500000.0,30000000.0,10323029.703812316
3511,2018-06-01,Action Point,19000000,5059608,2018,6,Action Point2018,,,Bill Gerber,Action Point,Comedy,tt6495770,-13940392,0.26629515789473684,2,2.2413793103448274,15500000.0,30000000.0,10323029.703812316
3514,2011-12-13,George Balanchine\'s The Nutcracker,19000000,2119994,2011,12,George Balanchine\'s The Nutcracker2011,,,,,,,-16880006,0.11157863157894737,2,2.2413793103448274,15500000.0,30000000.0,10323029.703812316
3524,2014-05-09,Neighbors,18000000,150086800,2014,5,Neighbors2014,Neighbors,Uni.,Evan Goldberg,Neighbors,Comedy,tt2004420,132086800,8.338155555555556,2,2.1724137931034484,15500000.0,30000000.0,10323029.703812316
3538,2016-03-25,My Big Fat Greek Wedding 2,18000000,59689605,2016,3,My Big Fat Greek Wedding 22016,My Big Fat Greek Wedding 2,Uni.,Gary Goetzman,My Big Fat Greek Wedding 2,"Comedy,Romance",tt3760922,41689605,3.3160891666666665,2,2.1724137931034484,15500000.0,30000000.0,10323029.703812316
3541,2015-09-11,The Perfect Guy,18000000,57027435,2015,9,The Perfect Guy2015,The Perfect Guy,SGem,Nicole Rocklin,The Perfect Guy,"Crime,Drama,Horror",tt3862750,39027435,3.1681908333333335,2,2.1724137931034484,15500000.0,30000000.0,10323029.703812316
3545,2011-03-25,Diary of a Wimpy Kid: Rodrick Rules,18000000,52698535,2011,3,Diary of a Wimpy Kid: Rodrick Rules2011,Diary of a Wimpy Kid: Rodrick Rules,Fox,Brad Simpson,Diary of a Wimpy Kid: Rodrick Rules,"Comedy,Family",tt1650043,34698535,2.9276963888888887,2,2.1724137931034484,15500000.0,30000000.0,10323029.703812316
3549,2011-04-08,Soul Surfer,18000000,43853424,2011,4,Soul Surfer2011,Soul Surfer,TriS,,,,,25853424,2.436301333333333,2,2.1724137931034484,15500000.0,30000000.0,10323029.703812316
3551,2018-06-29,Uncle Drew,18000000,42469946,2018,6,Uncle Drew2018,Uncle Drew,LG/S,Marty Bowen,Uncle Drew,"Comedy,Sport",tt7334528,24469946,2.3594414444444443,2,2.1724137931034484,15500000.0,30000000.0,10323029.703812316
3553,2014-10-17,Birdman or (The Unexpected Virtue of Ignorance),18000000,42340598,2014,10,Birdman or (The Unexpected Virtue of Ignorance)2014,,,John Lesher,Birdman or (The Unexpected Virtue of Ignorance),"Comedy,Drama",tt2562232,24340598,2.3522554444444443,2,2.1724137931034484,15500000.0,30000000.0,10323029.703812316
3557,2013-07-26,Blue Jasmine,18000000,33404871,2013,7,Blue Jasmine2013,Blue Jasmine,SPC,Letty Aronson,Blue Jasmine,Drama,tt2334873,15404871,1.8558261666666667,2,2.1724137931034484,15500000.0,30000000.0,10323029.703812316
3564,2015-08-07,Ricki and the Flash,18000000,26839498,2015,8,Ricki and the Flash2015,Ricki and the Flash,TriS,Gary Goetzman,Ricki and the Flash,"Comedy,Drama,Music",tt3623726,8839498,1.4910832222222221,2,2.1724137931034484,15500000.0,30000000.0,10323029.703812316
3569,2015-11-13,Love the Coopers,18000000,26302731,2015,11,Love the Coopers2015,Love the Coopers,LGF,Michael London,Love the Coopers,"Comedy,Fantasy,Romance",tt2279339,8302731,1.4612628333333333,2,2.1724137931034484,15500000.0,30000000.0,10323029.703812316
3576,2017-04-28,The Circle,18000000,20497844,2017,4,The Circle2017,,,Emily Yarrow,The Circle,"Drama,Horror,Thriller",tt2943946,2497844,1.1387691111111111,2,2.1724137931034484,15500000.0,30000000.0,10323029.703812316
3580,2010-11-05,127 Hours,18000000,18335230,2010,11,127 Hours2010,127 Hours,FoxS,Christian Colson,127 Hours,"Adventure,Biography,Drama",tt1542344,335230,1.018623888888889,2,2.1724137931034484,15500000.0,30000000.0,10323029.703812316
3584,2016-01-15,Norm of the North,18000000,17062499,2016,1,Norm of the North2016,Norm of the North,LGF,Jack Donaldson,Norm of the North,"Adventure,Animation,Comedy",tt1594972,-937501,0.9479166111111111,2,2.1724137931034484,15500000.0,30000000.0,10323029.703812316
3587,2013-08-16,Jobs,18000000,16131410,2013,8,Jobs2013,Jobs,ORF,Mark Hulme,Jobs,"Biography,Drama",tt2357129,-1868590,0.8961894444444445,2,2.1724137931034484,15500000.0,30000000.0,10323029.703812316
3589,2010-01-08,Youth in Revolt,18000000,15285588,2010,1,Youth in Revolt2010,Youth in Revolt,W/Dim.,,,,,-2714412,0.8491993333333333,2,2.1724137931034484,15500000.0,30000000.0,10323029.703812316
3590,2014-07-25,And So It Goes,18000000,15160801,2014,7,And So It Goes2014,And So It Goes,CE,Mark Damon,And So It Goes,"Comedy,Drama,Romance",tt2465146,-2839199,0.8422667222222222,2,2.1724137931034484,15500000.0,30000000.0,10323029.703812316
3596,2014-01-31,Labor Day,18000000,13371528,2014,1,Labor Day2014,Labor Day,Par.,,,,,-4628472,0.7428626666666667,2,2.1724137931034484,15500000.0,30000000.0,10323029.703812316
3597,2013-08-30,Getaway,18000000,10501938,2013,8,Getaway2013,,,Allan Zeman,Getaway,"Action,Crime,Thriller",tt2167202,-7498062,0.583441,2,2.1724137931034484,15500000.0,30000000.0,10323029.703812316
3604,2010-01-15,The Last Station,18000000,6617867,2010,1,The Last Station2010,The Last Station,SPC,,,,,-11382133,0.3676592777777778,2,2.1724137931034484,15500000.0,30000000.0,10323029.703812316
3610,2010-08-20,Mao's Last Dancer,18000000,4806750,2010,8,Mao's Last Dancer2010,Mao's Last Dancer,Gold.,,,,,-13193250,0.2670416666666667,2,2.1724137931034484,15500000.0,30000000.0,10323029.703812316
3612,2014-04-11,The Railway Man,18000000,4438438,2014,4,The Railway Man2014,The Railway Man,Wein.,,,,,-13561562,0.24657988888888888,2,2.1724137931034484,15500000.0,30000000.0,10323029.703812316
3614,2016-03-18,Midnight Special,18000000,3712282,2016,3,Midnight Special2016,Midnight Special,WB,Sarah Green,Midnight Special,"Action,Drama,Mystery",tt2649554,-14287718,0.2062378888888889,2,2.1724137931034484,15500000.0,30000000.0,10323029.703812316
3616,2016-11-25,Miss Sloane,18000000,3500605,2016,11,Miss Sloane2016,Miss Sloane,EC,Ben Browning,Miss Sloane,"Drama,Thriller",tt4540710,-14499395,0.19447805555555556,2,2.1724137931034484,15500000.0,30000000.0,10323029.703812316
3619,2013-09-27,Metallica Through the Never,18000000,3419967,2013,9,Metallica Through the Never2013,Metallica Through the Never,PH,Charlotte Huggins,Metallica Through the Never,Music,tt2172935,-14580033,0.18999816666666666,2,2.1724137931034484,15500000.0,30000000.0,10323029.703812316
3622,2017-03-17,T2: Trainspotting,18000000,2402004,2017,3,T2: Trainspotting2017,T2: Trainspotting,TriS,,,,,-15597996,0.13344466666666666,2,2.1724137931034484,15500000.0,30000000.0,10323029.703812316
3625,2013-03-01,Phantom,18000000,1034589,2013,3,Phantom2013,,,Pen Densham,Phantom,"Drama,History,Thriller",tt1922685,-16965411,0.05747716666666667,2,2.1724137931034484,15500000.0,30000000.0,10323029.703812316
3630,2010-10-15,Carlos,18000000,145526,2010,10,Carlos2010,Carlos,IFC,,,,,-17854474,0.008084777777777778,2,2.1724137931034484,15500000.0,30000000.0,10323029.703812316
3633,2012-07-13,Red Lights,17700000,49521,2012,7,Red Lights2012,,,Adrián Guerra,Red Lights,"Drama,Fantasy,Horror",tt1748179,-17650479,0.0027977966101694917,2,2.1517241379310343,15500000.0,30000000.0,10323029.703812316
3640,2013-11-27,Black Nativity,17500000,7018188,2013,11,Black Nativity2013,Black Nativity,FoxS,Celine Rattray,Black Nativity,"Drama,Family,Music",tt1425922,-10481812,0.40103931428571427,2,2.1379310344827585,15500000.0,30000000.0,10323029.703812316
3645,2018-04-06,A Quiet Place,17000000,188024361,2018,4,A Quiet Place2018,A Quiet Place,Par.,Michael Bay,A Quiet Place,"Drama,Horror,Sci-Fi",tt6644200,171024361,11.060256529411765,2,2.103448275862069,15500000.0,30000000.0,10323029.703812316
3650,2014-08-13,Let's Be Cops,17000000,82390774,2014,8,Letâs Be Cops2014,,,,,,,65390774,4.846516117647059,2,2.103448275862069,15500000.0,30000000.0,10323029.703812316
3654,2013-11-15,The Best Man Holiday,17000000,70525195,2013,11,The Best Man Holiday2013,The Best Man Holiday,Uni.,Sean Daniel,The Best Man Holiday,"Comedy,Drama",tt2083355,53525195,4.1485408823529415,2,2.103448275862069,15500000.0,30000000.0,10323029.703812316
3656,2012-09-28,Pitch Perfect,17000000,65001093,2012,9,Pitch Perfect2012,Pitch Perfect,Uni.,Max Handelman,Pitch Perfect,"Comedy,Music,Romance",tt1981677,48001093,3.823593705882353,2,2.103448275862069,15500000.0,30000000.0,10323029.703812316
3660,2013-04-05,Evil Dead,17000000,54239856,2013,4,Evil Dead2013,,,Bruce Campbell,Evil Dead,"Fantasy,Horror,Thriller",tt1288558,37239856,3.1905797647058822,2,2.103448275862069,15500000.0,30000000.0,10323029.703812316
3663,2010-10-29,Saw 3D,17000000,45710178,2010,10,Saw 3D2010,Saw 3D,LGF,,,,,28710178,2.688834,2,2.103448275862069,15500000.0,30000000.0,10323029.703812316
3664,2015-02-20,"McFarland, USA",17000000,44480275,2015,2,"McFarland, USA2015","McFarland, USA",BV,Gordon Gray,"McFarland, USA","Biography,Drama,Sport",tt2097298,27480275,2.6164867647058823,2,2.103448275862069,15500000.0,30000000.0,10323029.703812316
3666,2016-11-11,Almost Christmas,17000000,42065185,2016,11,Almost Christmas2016,Almost Christmas,Uni.,Will Packer,Almost Christmas,"Comedy,Drama",tt4649416,25065185,2.4744226470588235,2,2.103448275862069,15500000.0,30000000.0,10323029.703812316
3672,2011-03-04,Beastly,17000000,27865571,2011,3,Beastly2011,Beastly,CBS,Susan Cartsonis,Beastly,"Drama,Fantasy,Romance",tt1152398,10865571,1.6391512352941175,2,2.103448275862069,15500000.0,30000000.0,10323029.703812316
3673,2010-03-05,Brooklyn's Finest,17000000,27163593,2010,3,Brooklyn's Finest2010,Brooklyn's Finest,Over.,,,,,10163593,1.5978584117647059,2,2.103448275862069,15500000.0,30000000.0,10323029.703812316
3675,2010-08-20,Lottery Ticket,17000000,24719879,2010,8,Lottery Ticket2010,,,Andrew A. Kosove,Lottery Ticket,Comedy,tt0979434,7719879,1.4541105294117647,2,2.103448275862069,15500000.0,30000000.0,10323029.703812316
3692,2012-08-24,The Apparition,17000000,4936819,2012,8,The Apparition2012,The Apparition,WB,Alex Heineman,The Apparition,"Horror,Thriller",tt1433822,-12063181,0.29040111764705884,2,2.103448275862069,15500000.0,30000000.0,10323029.703812316
3697,2010-12-25,L'illusionniste,17000000,2231474,2010,12,L'illusionniste2010,,,,,,,-14768526,0.13126317647058824,2,2.103448275862069,15500000.0,30000000.0,10323029.703812316
3700,2016-06-10,Genius,17000000,1361045,2016,6,Genius2016,Genius,RAtt.,James Bierman,Genius,"Biography,Drama",tt1703957,-15638955,0.08006147058823529,2,2.103448275862069,15500000.0,30000000.0,10323029.703812316
3702,2015-06-26,Escobar: Paradise Lost,17000000,195792,2015,6,Escobar: Paradise Lost2015,Escobar: Paradise Lost,RTWC,,,,,-16804208,0.011517176470588236,2,2.103448275862069,15500000.0,30000000.0,10323029.703812316
3703,2016-03-11,The Young Messiah,16800000,6469813,2016,3,The Young Messiah2016,The Young Messiah,Focus,Tracy K. Price,The Young Messiah,"Drama,Fantasy",tt1002563,-10330187,0.38510791666666666,2,2.089655172413793,15500000.0,30000000.0,10323029.703812316
3720,2012-05-25,Moonrise Kingdom,16000000,45512466,2012,5,Moonrise Kingdom2012,Moonrise Kingdom,Focus,Jeremy Dawson,Moonrise Kingdom,"Adventure,Comedy,Drama",tt1748122,29512466,2.844529125,2,2.0344827586206895,15500000.0,30000000.0,10323029.703812316
3723,2011-11-25,The Artist,16000000,44667095,2011,11,The Artist2011,The Artist,Wein.,Thomas Langmann,The Artist,"Comedy,Drama,Romance",tt1655442,28667095,2.7916934375,2,2.0344827586206895,15500000.0,30000000.0,10323029.703812316
3728,2011-02-04,The Roommate,16000000,37300107,2011,2,The Roommate2011,The Roommate,SGem,Doug Davison,The Roommate,"Drama,Thriller",tt1265990,21300107,2.3312566875,2,2.0344827586206895,15500000.0,30000000.0,10323029.703812316
3739,2018-06-13,Superfly,16000000,20537137,2018,6,Superfly2018,Superfly,Sony,,,,,4537137,1.2835710625,2,2.0344827586206895,15500000.0,30000000.0,10323029.703812316
3741,2010-03-12,Remember Me,16000000,19068240,2010,3,Remember Me2010,Remember Me,Sum.,Trevor Engelson,Remember Me,"Drama,Romance",tt1403981,3068240,1.191765,2,2.0344827586206895,15500000.0,30000000.0,10323029.703812316
3748,2014-10-03,Left Behind,16000000,14019924,2014,10,Left Behind2014,,,Ed Clydesdale,Left Behind,"Action,Drama,Fantasy",tt2467046,-1980076,0.87624525,2,2.0344827586206895,15500000.0,30000000.0,10323029.703812316
3751,2012-06-29,People Like Us,16000000,12431792,2012,6,People Like Us2012,People Like Us,BV,Bobby Cohen,People Like Us,"Comedy,Drama",tt1716777,-3568208,0.776987,2,2.0344827586206895,15500000.0,30000000.0,10323029.703812316
3757,2016-11-18,Bleed for This,16000000,5083906,2016,11,Bleed for This2016,Bleed for This,ORF,Pamela Thur,Bleed for This,"Biography,Drama,Sport",tt1620935,-10916094,0.317744125,2,2.0344827586206895,15500000.0,30000000.0,10323029.703812316
3764,2014-11-14,The Homesman,16000000,2429989,2014,11,The Homesman2014,The Homesman,Saban,Brian Kennedy,The Homesman,"Drama,Western",tt2398231,-13570011,0.1518743125,2,2.0344827586206895,15500000.0,30000000.0,10323029.703812316
3767,2013-04-05,Trance,16000000,2322593,2013,4,Trance2013,Trance,FoxS,Christian Colson,Trance,"Crime,Drama,Mystery",tt1924429,-13677407,0.1451620625,2,2.0344827586206895,15500000.0,30000000.0,10323029.703812316
3768,2014-05-16,The Immigrant,16000000,2013456,2014,5,The Immigrant2014,The Immigrant,Wein.,,,,,-13986544,0.125841,2,2.0344827586206895,15500000.0,30000000.0,10323029.703812316
3772,2014-10-01,"Men, Women and Children",16000000,705908,2014,10,"Men, Women and Children2014",,,,,,,-15294092,0.04411925,2,2.0344827586206895,15500000.0,30000000.0,10323029.703812316
3773,2010-09-24,Enter the Void,16000000,337997,2010,9,Enter the Void2010,Enter the Void,IFC,,,,,-15662003,0.0211248125,2,2.0344827586206895,15500000.0,30000000.0,10323029.703812316
3775,2012-11-02,Vamps,16000000,3361,2012,11,Vamps2012,,,Lauren Versel,Vamps,"Comedy,Horror,Romance",tt1545106,-15996639,0.0002100625,2,2.0344827586206895,15500000.0,30000000.0,10323029.703812316
3780,2018-12-21,Second Act,15700000,39282227,2018,12,Second Act2018,Second Act,STX,Benny Medina,Second Act,"Comedy,Drama,Romance",tt2126357,23582227,2.5020526751592356,2,2.013793103448276,15500000.0,30000000.0,10323029.703812316
3786,2010-02-26,The Yellow Handkerchief,15500000,318623,2010,2,The Yellow Handkerchief2010,,,,,,,-15181377,0.020556322580645162,2,2.0,15500000.0,30000000.0,10323029.703812316
3794,2010-11-26,The King's Speech,15000000,138797449,2010,11,The Kingâs Speech2010,,,,,,,123797449,9.253163266666666,1,2.0,5200000.0,15000000.0,7655981.445714286
3799,2017-08-11,Annabelle: Creation,15000000,102092201,2017,8,Annabelle: Creation2017,Annabelle: Creation,WB (NL),Peter Safran,Annabelle: Creation,"Horror,Mystery,Thriller",tt5140878,87092201,6.806146733333334,1,2.0,5200000.0,15000000.0,7655981.445714286
3801,2013-10-25,Jackass Presents: Bad Grandpa,15000000,102003019,2013,10,Jackass Presents: Bad Grandpa2013,Jackass Presents: Bad Grandpa,Par.,,,,,87003019,6.800201266666667,1,2.0,5200000.0,15000000.0,7655981.445714286
3804,2014-11-28,The Imitation Game,15000000,91125143,2014,11,The Imitation Game2014,The Imitation Game,Wein.,Teddy Schwarzman,The Imitation Game,"Biography,Drama,Thriller",tt2084970,76125143,6.075009533333334,1,2.0,5200000.0,15000000.0,7655981.445714286
3809,2013-01-18,Mama,15000000,71628180,2013,1,Mama2013,Mama,Uni.,J. Miles Dale,Mama,"Horror,Thriller",tt2023587,56628180,4.775212,1,2.0,5200000.0,15000000.0,7655981.445714286
3813,2010-03-19,Diary of a Wimpy Kid,15000000,64003625,2010,3,Diary of a Wimpy Kid2010,Diary of a Wimpy Kid,Fox,,,,,49003625,4.266908333333333,1,2.0,5200000.0,15000000.0,7655981.445714286
3818,2012-02-03,The Woman in Black,15000000,54333290,2012,2,The Woman in Black2012,The Woman in Black,CBS,Brian Oliver,The Woman in Black,"Drama,Fantasy,Horror",tt1596365,39333290,3.6222193333333332,1,2.0,5200000.0,15000000.0,7655981.445714286
3823,2018-08-10,BlacKkKlansman,15000000,49275340,2018,8,BlacKkKlansman2018,BlacKkKlansman,Focus,Jason Blum,BlacKkKlansman,"Biography,Crime,Drama",tt7349662,34275340,3.285022666666667,1,2.0,5200000.0,15000000.0,7655981.445714286
3828,2013-02-22,Snitch,15000000,42930462,2013,2,Snitch2013,Snitch,LG/S,Matt Jackson,Snitch,"Action,Drama,Thriller",tt0882977,27930462,2.8620308,1,2.0,5200000.0,15000000.0,7655981.445714286
3833,2015-12-04,Krampus,15000000,42725475,2015,12,Krampus2015,Krampus,Uni.,Thomas Tull,Krampus,"Comedy,Fantasy,Horror",tt3850590,27725475,2.848365,1,2.0,5200000.0,15000000.0,7655981.445714286
3836,2012-09-21,End of Watch,15000000,41003371,2012,9,End of Watch2012,End of Watch,ORF,Matt Jackson,End of Watch,"Action,Crime,Drama",tt1855199,26003371,2.733558066666667,1,2.0,5200000.0,15000000.0,7655981.445714286
3842,2014-12-03,Wild,15000000,37880356,2014,12,Wild2014,,,Bruna Papandrea,Wild,"Adventure,Biography,Drama",tt2305051,22880356,2.5253570666666665,1,2.0,5200000.0,15000000.0,7655981.445714286
3845,2014-11-07,The Theory of Everything,15000000,35893537,2014,11,The Theory of Everything2014,The Theory of Everything,Focus,Eric Fellner,The Theory of Everything,"Biography,Drama,Romance",tt2980516,20893537,2.3929024666666665,1,2.0,5200000.0,15000000.0,7655981.445714286
3848,2011-09-16,Drive,15000000,35060689,2011,9,Drive2011,,,Marc Platt,Drive,"Crime,Drama",tt0780504,20060689,2.337379266666667,1,2.0,5200000.0,15000000.0,7655981.445714286
3853,2018-11-23,The Favourite,15000000,34366783,2018,11,The Favourite2018,The Favourite,FoxS,Lee Magiday,The Favourite,"Biography,Drama,History",tt5083738,19366783,2.291118866666667,1,2.0,5200000.0,15000000.0,7655981.445714286
3866,2014-08-22,When the Game Stands Tall,15000000,30127963,2014,8,When the Game Stands Tall2014,When the Game Stands Tall,TriS,,,,,15127963,2.008530866666667,1,2.0,5200000.0,15000000.0,7655981.445714286
3873,2017-09-08,Home Again,15000000,27020284,2017,9,Home Again2017,Home Again,ORF,Nancy Meyers,Home Again,"Comedy,Drama,Romance",tt5719700,12020284,1.8013522666666666,1,2.0,5200000.0,15000000.0,7655981.445714286
3877,2010-07-23,Ramona and Beezus,15000000,26167002,2010,7,Ramona and Beezus2010,Ramona and Beezus,Fox,Alison Greenspan,Ramona and Beezus,"Adventure,Comedy,Family",tt0493949,11167002,1.7444668,1,2.0,5200000.0,15000000.0,7655981.445714286
3879,2014-08-27,The November Man,15000000,25018119,2014,8,The November Man2014,The November Man,Rela.,Beau St. Clair,The November Man,"Action,Crime,Thriller",tt2402157,10018119,1.6678746,1,2.0,5200000.0,15000000.0,7655981.445714286
3886,2013-03-29,The Place Beyond the Pines,15000000,21403519,2013,3,The Place Beyond the Pines2013,The Place Beyond the Pines,Focus,,,,,6403519,1.4269012666666667,1,2.0,5200000.0,15000000.0,7655981.445714286
